22115,22133,Using Regex to generate Strings rather than match them,I am writing a Java utility which helps me to generate loads of data for performance testing.  It would be really cool to be able to specify a regex for Strings so that my generator spits out things which match this.  Is there something out there already baked which I can use to do this?  Or is there a library which gets me most of the way there?Thanks,[],<java><regex>,22133,"Edit: As mentioned in the comments, there is a library available at Google Code to acheive this:[http://code.google.com/p/xeger](""http://code.google.com/p/xeger"")See also [https://github.com/mifmif/Generex](""https://github.com/mifmif/Generex"") as suggested by MifmifOriginal message:Firstly, with a complex enough regexp, i believe this can be impossible. But you should be able to put something together for simple regexps.If you take a look at the source code of the class java.util.regex.Pattern, you'll see that it uses an internal representation of Node instances. Each of the different pattern components have their own implementation of a Node subclass. These Nodes are organised into a tree.By producing a visitor that traverses this tree, you should be able to call an overloaded generator method or some kind of Builder that cobbles something together.",[],Strings,"{""Regular expressions"": 2.8}"
24866,24902,Is it essential that I use libraries to manipulate XML?,I am using Java back end for creating an XML string which is passed to the browser. Currently I am using simple string manipulation to produce this XML. Is it essential that I use some XML library in Java to produce the XML string?I find the libraries very difficult to use compared to what I need.,[],<java><xml>,24902,"It's not essential, but advisable. However, if string manipulation works for you, then go for it! There are plenty of cases where small or simple XML text can be safely built by hand.Just be aware that creating XML text is harder than it looks. Here's some criteria I would consider:First: how much control do you have on the information that goes into the xml?The less control you have on the source data, the more likely you will have trouble, and the more advantageous the library becomes. For example: (a) Can you guarantee that the element names will never have a character that is illegal in a name? (b) How about quotes in an attribute's content? Can they happen, and are you handling them? (c) Does the data ever contain anything that might need to be encoded as an [entity](""http://en.wikipedia.org/wiki/XML_entity"") (like the less-than which often needs to be output as &amp;lt;); are you doing it correctly?Second, maintainability: is the code that builds the XML easy to understand by someone else?You probably don't want to be stuck with the code for life. I've worked with second-hand C++ code that hand-builds XML and it can be surprisingly obscure. Of course, if this is a personal project of yours, then you don't need to worry about ""others"": substitute ""in a year"" for ""others"" above.I wouldn't worry about performance. If your XML is simple enough that you can hand-write it, any overhead from the library is probably meaningless. Of course, your case might be different, but you should measure to prove it first.Finally, Yes; you can hand build XML text by hand if it's simple enough; but not knowing the libraries available is probably not the right reason.A modern XML library is a quite powerful tool, but it can also be daunting. However, learning the essentials of your XML library is not that hard, and it can be quite handy; among other things, it's almost a requisite in today's job marketplace. Just don't get bogged down by namespaces, schemas and other fancier features until you get the essentials.Good luck.",[],IO,"{""XML"": 1.7}"
2158,2245,Creating a custom JButton in Java,"Is there a way to create a JButton with your own button graphic and not just with an image inside the button? If not, is there another way to create a custom JButton in java?",[],<java><swing><jbutton>,2245,"When I was first learning Java we had to make Yahtzee and I thought it would be cool to create custom Swing components and containers instead of just drawing everything on one JPanel.  The benefit of extending Swing components, of course, is to have the ability to add support for keyboard shortcuts and other accessibility features that you can't do just by having a paint() method print a pretty picture.  It may not be done the best way however, but it may be a good starting point for you.Edit 8/6 - If it wasn't apparent from the images, each Die is a button you can click. This will move it to the DiceContainer below.  Looking at the source code you can see that each Die button is drawn dynamically, based on its value.Here are the basic steps:Create a class that extends JComponentCall parent constructor super() in your constructorsMake sure you class implements MouseListenerPut this in the constructor:--CODE--Override these methods:--CODE--Override this method:--CODE--The amount of space you have to work with when drawing your button is defined by getPreferredSize(), assuming getMinimumSize() and getMaximumSize() return the same value.  I haven't experimented too much with this but, depending on the layout you use for your GUI your button could look completely different.And finally, the [source code](""https://github.com/kdeloach/labs/blob/master/java/yahtzee/src/Dice.java"").  In case I missed anything.  ","[""enableInputMethods(true);   addMouseListener(this);"", ""public Dimension getPreferredSize()  public Dimension getMinimumSize()  public Dimension getMaximumSize()"", ""public void paintComponent(Graphics g)""]",Graphical User Interfaces,"{""Making a button"": 0.8999999999999999, ""A selection of Swing components"": 1.9}"
31127,45580,Java Swing: Displaying images from within a Jar,"When running a Java app from eclipse my ImageIcon shows up just fine.But after creating a jar the path to the image obviously gets screwed up.Is there a way to extract an image from the jar at runtime so I can then open it up?  Or, is there a better way to do this?I'd like to distribute a single jar file if possible.",[],<java><swing><embedded-resource><imageicon>,45580,"To create an ImageIcon from an image file within the same jars your code is loaded:--CODE--Class.getResource returns a URL of a resource (or null!). ImageIcon has a constructors that load from a URL.To construct a URL for a resource in a jar not on your ""classpath"", see the documentation for java.net.JarURLConnection.","[""new javax.swing.ImageIcon(getClass().getResource(\""myimage.jpeg\""))""]",Graphical User Interfaces,"{""Swing basics"": 0.5, ""A selection of Swing components"": 1.7}"
31415,31432,Quick way to find a value in HTML (Java),"Using regular expressions, what is the simplest way to fetch a websites HTML and find the value inside this tag (or any attribute's value for that matter):--CODE--","[""<html>  <head>  [snip]  <meta name=\""generator\"" value=\""thevalue i'm looking for\"" />  [snip]""]",<java><html><regex>,31432,"Depends on how sophisticated of an Http request you need to build (authentication, etc). Here's one simple way I've seen used in the past. --CODE--Probably plenty of typos here to be found when compiled.(hope this wasn't homework)","[""StringBuilder html = new StringBuilder();java.net.URL url = new URL(\""http://www.google.com/\"");BufferedReader input = null;try {    input new BufferedReader(        new InputStreamReader(url.openStream()));    String htmlLine;    while ((htmlLine=input.readLine())!=null) {        html.appendLine(htmlLine);    }}finally {    input.close();}Pattern exp = Pattern.compile(    \""<meta name=\\\""generator\\\"" value=\\\""([^\\\""]*)\\\"" />\"");Matcher matcher = exp.matcher(html.toString());if(matcher.find()){    System.out.println(\""Generator: \""+matcher.group(1));}""]",Strings,"{""Regular expressions"": 2.7}"
32519,32707,List in JScrollPane painting outside the viewport,"I have a list, each item of which has several things in it, including a JProgressBar which can be updated a lot. Each time one of the items updates its JProgressBar, the ListDataListener on the list tries to scroll it to the visible range using--CODE--Note that I'm trying to make sure the scrolling is done in the dispatch thread, since I thought maybe the problem was it being scrolled while it was repainting.  And yet, I still have a problem where if things are really active, some of the list items paint outside of the viewport, overwriting what's outside the JScrollPane.  Forcing an exposure event will repaint those things, but it's annoying.Is there anything else I need to look out for to stop these things painting outside of their clipping area?","[""/* * This makes the updating content item automatically scroll * into view if it is off the viewport. */public void contentsChanged(final ListDataEvent evt) {    if (!EventQueue.isDispatchThread()) {        /**          * Make sure the scrolling happens in the graphics \""dispatch\"" thread.          */        EventQueue.invokeLater(new Runnable() {            public void run()  {               contentsChanged(evt);            }        });    }    if (playbackInProgress) {        int index = evt.getIndex0();        currentContentList.ensureIndexIsVisible(index);    }}""]",<java><swing><jscrollpane>,32707,"Have you tried explicitly enabling double-buffering on the JList and/or the components that it is drawing over? (with:[setDoubleBuffered(boolean aFlag)](""http://java.sun.com/javase/6/docs/api/javax/swing/JComponent.html#setDoubleBuffered(boolean)""))Another thought is that you might need to exit the function immediately after delegating to the EDT.  The way your code is written, it looks like the update will happen in both threads if ContentChanged is invoked from a non-EDT thread.  Logging in the first if (or set a breakpoint in the if -- but not in the runnable -- should help determine if that is your problem.eg:--CODE--","[""public void contentsChanged(final ListDataEvent evt){    if (!EventQueue.isDispatchThread())    {        log.debug(\""Delegating contentsChanged(...) to EDT\"");        EventQueue.invokeLater(new Runnable()         {            public void run()             {                contentsChanged(evt);            }        });        // don't run ensureIndexIsVisible twice:        return;     }     if (playbackInProgress)     {         int index = evt.getIndex0();         currentContentList.ensureIndexIsVisible(index);     }}""]",Graphical User Interfaces,"{""A selection of Swing components"": 1.2999999999999998, ""The Swing event model"": 1.5}"
32529,32549,How do I restrict JFileChooser to a directory?,"I want to limit my users to a directory and its sub directories but the ""Parent Directory"" button allows them to browse to an arbitrary directory.How should I go about doing that?",[],<java><swing><jfilechooser>,32549,"You can probably do this by setting your own [FileSystemView](""https://docs.oracle.com/javase/8/docs/api/javax/swing/filechooser/FileSystemView.html"").",[],Graphical User Interfaces,"{""A selection of Swing components"": 1.6, ""The Swing event model"": 0.5}"
33708,33715,"My (Java/Swing) MouseListener isn't listening, help me figure out why","So I've got a JPanel implementing MouseListener and MouseMotionListener:--CODE--The trouble is, none of these mouse functions are ever called. DisplayArea is created like this:--CODE--I am not really a Java programmer (this is part of an assignment), but I can't see anything glaringly obvious. Can someone smarter than I see anything?","[""import javax.swing.*;import java.awt.*;import java.awt.event.*;public class DisplayArea extends JPanel implements MouseListener, MouseMotionListener  {    public DisplayArea(Rectangle bounds, Display display) {        setLayout(null);        setBounds(bounds);        setOpaque(false);        setPreferredSize(new Dimension(bounds.width, bounds.height));        this.display = display;    }    public void paintComponent(Graphics g) {         Graphics2D g2 = (Graphics2D)g;         if (display.getControlPanel().Antialiasing()) {             g2.addRenderingHints(new RenderingHints(RenderingHints.KEY_ANTIALIASING, RenderingHints.VALUE_ANTIALIAS_ON));         }         g2.setColor(Color.white);         g2.fillRect(0, 0, getWidth(), getHeight());    }    public void mousePressed(MouseEvent event) {        System.out.println(\""mousePressed()\"");        mx1 = event.getX();        my1 = event.getY();    }    public void mouseReleased(MouseEvent event) {        System.out.println(\""mouseReleased()\"");        mx2 = event.getX();        my2 = event.getY();        int mode = display.getControlPanel().Mode();        switch (mode) {        case ControlPanel.LINE:             System.out.println(\""Line from \"" + mx1 + \"", \"" + my1 + \"" to \"" + mx2 + \"", \"" + my2 + \"".\"");        }    }    public void mouseEntered(MouseEvent event) {        System.out.println(\""mouseEntered()\"");    }    public void mouseExited(MouseEvent event) {        System.out.println(\""mouseExited()\"");    }    public void mouseClicked(MouseEvent event) {        System.out.println(\""mouseClicked()\"");    }    public void mouseMoved(MouseEvent event) {        System.out.println(\""mouseMoved()\"");    }    public void mouseDragged(MouseEvent event) {         System.out.println(\""mouseDragged()\"");    }    private Display display = null;    private int mx1 = -1;    private int my1 = -1;    private int mx2 = -1;    private int my2 = -1;}"", ""da = new DisplayArea(new Rectangle(CONTROL_WIDTH, 0, DISPLAY_WIDTH, DISPLAY_HEIGHT), this);""]",<java><swing><actionlistener><mouselistener>,33715,"The implements mouselistener, mousemotionlistener just allows the displayArea class to listen to some, to be defined, Swing component's mouse events. You have to explicitly define what it should be listening at. So I suppose you could add something like this to the constructor:--CODE--","[""this.addMouseListener(this);this.addMouseMotionListener(this);""]",Graphical User Interfaces,"{""The Swing event model"": 2.5, ""Capturing an event"": 1.8499999999999999}"
37026,37046,Java: notify() vs. notifyAll() all over again,"If one Googles for ""difference between notify() and notifyAll()"" then a lot of explanations will pop up (leaving apart the javadoc paragraphs). It all boils down to the number of waiting threads being waken up: one in notify() and all in notifyAll().However (if I do understand the difference between these methods right), only one thread is always selected for further monitor acquisition; in the first case the one selected by the VM, in the second case the one selected by the system thread scheduler. The exact selection procedures for both of them (in the general case) are not known to the programmer.What's the useful difference between [notify()](""http://download.oracle.com/javase/6/docs/api/java/lang/Object.html#notify%28%29"") and [notifyAll()](""http://download.oracle.com/javase/6/docs/api/java/lang/Object.html#notifyAll%28%29"") then? Am I missing something?",[],<java><multithreading>,37046,"  However (if I do understand the difference between these methods right), only one thread is always selected for further monitor acquisition.That is not correct.  o.notifyAll() wakes all of the threads that are blocked in o.wait() calls.  The threads are only allowed to return from o.wait() one-by-one, but they each will get their turn.Simply put, it depends on why your threads are waiting to be notified. Do you want to tell one of the waiting threads that something happened, or do you want to tell all of them at the same time?In some cases, all waiting threads can take useful action once the wait finishes. An example would be a set of threads waiting for a certain task to finish; once the task has finished, all waiting threads can continue with their business. In such a case you would use notifyAll() to wake up all waiting threads at the same time.Another case, for example mutually exclusive locking, only one of the waiting threads can do something useful after being notified (in this case acquire the lock). In such a case, you would rather use notify(). Properly implemented, you could use notifyAll() in this situation as well, but you would unnecessarily wake threads that can't do anything anyway.In many cases, the code to await a condition will be written as a loop:--CODE--That way, if an o.notifyAll() call wakes more than one waiting thread, and the first one to return from the o.wait() makes leaves the condition in the false state, then the other threads that were awakened will go back to waiting.","[""synchronized(o) {    while (! IsConditionTrue()) {        o.wait();    }    DoSomethingThatOnlyMakesSenseWhenConditionIsTrue_and_MaybeMakeConditionFalseAgain();}""]",Concurrency,"{""Basic threading"": 0.5, ""Cooperation between tasks"": 2.8499999999999996}"
37089,37090,How can an application use multiple cores or CPUs in .NET or Java?,"When launching a thread or a process in .NET or Java, is there a way to choose which processor or core it is launched on? How does the shared memory model work in such cases?",[],<c#><java><multithreading>,37090,"If you're using multiple threads, the operating system will automatically take care of using multiple cores.",[],Concurrency,"{""Basic threading"": 1.6, ""Sharing resources"": 2.0999999999999996}"
37551,,Multiple threads stuck in native calls (Java),"I have a problem with an application running on Fedora Core 6 with JDK 1.5.0_08.After some amount of uptime (usually some days) threads begin getting stuck in native methods.The threads are locked in something like this:--CODE--or--CODE--Especially puzzling to me is this one:--CODE--The threads remain stuck until the VM is restarted.Can anyone give me an idea as to what is happening here, what might be causing the native methods to block?The monitor entry address range at the top of each stuck thread is different. How can I figure out what is holding this monitor?Any suggestions or advice will be greatly appreciated!Thanks,David ","[""\""pool-2-thread-2571\"" prio=1 tid=0x08dd0b28 nid=0x319e waiting for monitor entry [0xb91fe000..0xb91ff7d4]at java.lang.Class.getDeclaredConstructors0(Native Method)"", ""\""pool-2-thread-2547\"" prio=1 tid=0x75641620 nid=0x1745 waiting for monitor entry [0xbc7fe000..0xbc7ff554]at sun.misc.Unsafe.defineClass(Native Method)"", ""\""HealthMonitor-10\"" daemon prio=1 tid=0x0868d1c0 nid=0x2b72 waiting for monitor entry [0xbe5ff000..0xbe5ff4d4]at java.lang.Thread.dumpThreads(Native Method)at java.lang.Thread.getStackTrace(Thread.java:1383)""]",<java><multithreading><native-methods><blocked>,152563,"My initial suspicion would be that you are experiencing some sort of class-loader realted dead lock. I imagine, that class loading needs to be synchronized at some level because class information will become available for the entire VM, not just the thread where it was initially loaded.The fact that the methods on top of the stack are native methods seems to be pure coincidence, since part of the class loading mechanism happens to implemented that way.I would investigate further what is going on class-loading wise. Maybe some thread uses the class loader to load a class from a network location which is slow/unavailable and thus blocks for a really long time, not yielding the monitor to other threads that want to load a class. Investigating the output when starting the JVM with -verbose:class might be one thing to try.",[],Concurrency,"{""Deadlock"": 1.9999999999999998, ""Terminating tasks"": 0.6000000000000001, ""Basic threading"": 0.3}"
39108,,Drawing animations at the show of a JDialog,"What would be the best way to draw a simple animation just before showing a modal [JDialog](""https://docs.oracle.com/javase/9/docs/api/javax/swing/JDialog.html"")? (i.e. expanding borders from the mouse click point to the dialog location). I thought it would be possible to draw on the glasspane of the parent frame on the setVisible method of the dialog.However, since the JDialog is modal to the parent, I couldn't find a way to pump drawing events into [EDT](""https://docs.oracle.com/javase/tutorial/uiswing/concurrency/dispatch.html"") before the JDialog becomes visible, since the current event on the EDT has not been completed yet.",[],<java><user-interface><swing><animation>,39868,"Are you trying to show the JDialog indepentently of the annimation? In order to get the order set properly, you may need to bundle those actions in a runnable that is passed to the EDT at once.eg:--CODE--It may be best to subclass JDialog so that you can just add the doAnnimation() logic to the setVisible(..) or show() method before calling the superclass implementation.  Finally, I imagine you'll need to set the dimensions of the dalog manually --  I don't remember if Java will know the actual size of the dialog before it is shown, so you may get some useless information for your annimation if you query the size before showing it.","[""SwingUtilities.invokeLater(new Runnable(){   public void run(){      doAnnimation();      showDialog();   }}""]",Graphical User Interfaces,"{""A selection of Swing components"": 2.2}"
41107,41156,How to generate a random alpha-numeric string?,"I've been looking for a simple Java algorithm to generate a pseudo-random alpha-numeric string.  In my situation it would be used as a unique session/key identifier that would ""likely"" be unique over 500K+ generation (my needs don't really require anything much more sophisticated).  Ideally, I would be able to specify a length depending on my uniqueness needs. For example, a generated string of length 12 might look something like ""AEYGF7K0DM1X"".  ",[],<java><string><random><alphanumeric>,41156,"AlgorithmTo generate a random string, concatenate characters drawn randomly from the set of acceptable symbols until the string reaches the desired length.ImplementationHere's some fairly simple and very flexible code for generating random identifiers. Read the information that follows for important application notes.--CODE--Usage examplesCreate an insecure generator for 8-character identifiers:--CODE--Create a secure generator for session identifiers:--CODE--Create a generator with easy-to-read codes for printing. The strings are longer than full alphanumeric strings to compensate for using fewer symbols:--CODE--Use as session identifiersGenerating session identifiers that are likely to be unique is not good enough, or you could just use a simple counter. Attackers hijack sessions when predictable identifiers are used.There is tension between length and security. Shorter identifiers are easier to guess, because there are fewer possibilities. But longer identifiers consume more storage and bandwidth. A larger set of symbols helps, but might cause encoding problems if identifiers are included in URLs or re-entered by hand.The underlying source of randomness, or entropy, for session identifiers should come from a random number generator designed for cryptography. However, initializing these generators can sometimes be computationally expensive or slow, so effort should be made to re-use them when possible.Use as object identifiersNot every application requires security. Random assignment can be an efficient way for multiple entities to generate identifiers in a shared space without any coordination or partitioning. Coordination can be slow, especially in a clustered or distributed environment, and splitting up a space causes problems when entities end up with shares that are too small or too big.Identifiers generated without taking measures to make them unpredictable should be protected by other means if an attacker might be able to view and manipulate them, as happens in most web applications. There should be a separate authorization system that protects objects whose identifier can be guessed by an attacker without access permission.Care must be also be taken to use identifiers that are long enough to make collisions unlikely given the anticipated total number of identifiers. This is referred to as ""the birthday paradox."" [The probability of a collision,](""https://en.wikipedia.org/wiki/Birthday_problem#Square_approximation"") p, is approximately n2/(2qx), where n is the number of identifiers actually generated, q is the number of distinct symbols in the alphabet, and x is the length of the identifiers. This should be a very small number, like 2&#8209;50 or less.Working this out shows that the chance of collision among 500k 15-character identifiers is about 2&#8209;52, which is probably less likely than undetected errors from cosmic rays, etc.Comparison with UUIDsAccording to their specification, [UUIDs](""https://tools.ietf.org/html/rfc4122#section-6"") are not designed to be unpredictable, and should not be used as session identifiers.UUIDs in their standard format take a lot of space: 36 characters for only 122 bits of entropy. (Not all bits of a ""random"" UUID are selected randomly.) A randomly chosen alphanumeric string packs more entropy in just 21 characters.UUIDs are not flexible; they have a standardized structure and layout. This is their chief virtue as well as their main weakness. When collaborating with an outside party, the standardization offered by UUIDs may be helpful. For purely internal use, they can be inefficient.","[""public class RandomString {    /**     * Generate a random string.     */    public String nextString() {        for (int idx = 0; idx < buf.length; ++idx)            buf[idx] = symbols[random.nextInt(symbols.length)];        return new String(buf);    }    public static final String upper = \""ABCDEFGHIJKLMNOPQRSTUVWXYZ\"";    public static final String lower = upper.toLowerCase(Locale.ROOT);    public static final String digits = \""0123456789\"";    public static final String alphanum = upper + lower + digits;    private final Random random;    private final char[] symbols;    private final char[] buf;    public RandomString(int length, Random random, String symbols) {        if (length < 1) throw new IllegalArgumentException();        if (symbols.length() < 2) throw new IllegalArgumentException();        this.random = Objects.requireNonNull(random);        this.symbols = symbols.toCharArray();        this.buf = new char[length];    }    /**     * Create an alphanumeric string generator.     */    public RandomString(int length, Random random) {        this(length, random, alphanum);    }    /**     * Create an alphanumeric strings from a secure generator.     */    public RandomString(int length) {        this(length, new SecureRandom());    }    /**     * Create session identifiers.     */    public RandomString() {        this(21);    }}"", ""RandomString gen = new RandomString(8, ThreadLocalRandom.current());"", ""RandomString session = new RandomString();"", ""String easy = RandomString.digits + \""ACEFGHJKLMNPQRUVWXYabcdefhijkprstuvwx\"";RandomString tickets = new RandomString(23, new SecureRandom(), easy);""]",Strings,"{""Operations on Strings"": 1.8}"
42990,43017,Regex to match against something that is not a specific substring,"I am looking for a regex that will match a string that starts with one substring and does not end with a certain substring.Example:--CODE--Should match anything that starts with ""foo"" and doesn't end with ""bar"".  I know about the [^...] syntax, but I can't find anything that will do that for a string instead of single characters.  I am specifically trying to do this for Java's regex, but I've run into this before so answers for other regex engines would be great too.  Thanks to @Kibbee for verifying that this works in C# as well.  ","[""// Updated to be correct, thanks @Apocalisp^foo.*(?<!bar)$""]",<c#><java><regex><regex-negation>,43017,"I think in this case you want negative lookbehind, like so:--CODE--","[""foo.*(?<!bar)""]",Strings,"{""Regular expressions"": 3.0}"
45075,45248,Java: Flash a window to grab user's attention,Is there a better way to flash a window in Java than this:--CODE--I know that this code is scary...But it works alright. (I should implement a loop...),"[""public static void flashWindow(JFrame frame) throws InterruptedException {        int sleepTime = 50;        frame.setVisible(false);        Thread.sleep(sleepTime);        frame.setVisible(true);        Thread.sleep(sleepTime);        frame.setVisible(false);        Thread.sleep(sleepTime);        frame.setVisible(true);        Thread.sleep(sleepTime);        frame.setVisible(false);        Thread.sleep(sleepTime);        frame.setVisible(true);}""]",<java><user-interface>,45248,"There are two common ways to do this: use JNI to set urgency hints on the taskbar's window, and create a notification icon/message. I prefer the second way, since it's cross-platform and less annoying.See [documentation on the TrayIcon class](""http://java.sun.com/javase/6/docs/api/java/awt/TrayIcon.html""), particularly the [displayMessage()](""http://java.sun.com/javase/6/docs/api/java/awt/TrayIcon.html#displayMessage(java.lang.String,%20java.lang.String,%20java.awt.TrayIcon.MessageType)"") method.The following links may be of interest:[New System Tray Functionality in Java SE 6](""http://java.sun.com/developer/technicalArticles/J2SE/Desktop/javase6/systemtray/"")[Java Programming - Iconified window blinking](""http://forums.sun.com/thread.jspa?threadID=5130669&amp;messageID=9469354"")[TrayIcon for earlier versions of Java](""https://jdic.dev.java.net/documentation/incubator/tray/"")",[],Graphical User Interfaces,"{""A selection of Swing components"": 2.0500000000000003, ""The Swing event model"": 1.0}"
46146,,What are the Java regular expressions for matching IPv4 and IPv6 strings?,"Looking for a string to pass to String#matches(String) that will match IPv4, and another to match IPv6.",[],<java><regex>,46168,#NAME?,"[""public static final String IPV4_REGEX = \""\\\\A(25[0-5]|2[0-4]\\\\d|[0-1]?\\\\d?\\\\d)(\\\\.(25[0-5]|2[0-4]\\\\d|[0-1]?\\\\d?\\\\d)){3}\\\\z\"";public static final String IPV6_HEX4DECCOMPRESSED_REGEX = \""\\\\A((?:[0-9A-Fa-f]{1,4}(?::[0-9A-Fa-f]{1,4})*)?) ::((?:[0-9A-Fa-f]{1,4}:)*)(25[0-5]|2[0-4]\\\\d|[0-1]?\\\\d?\\\\d)(\\\\.(25[0-5]|2[0-4]\\\\d|[0-1]?\\\\d?\\\\d)){3}\\\\z\"";public static final String IPV6_6HEX4DEC_REGEX = \""\\\\A((?:[0-9A-Fa-f]{1,4}:){6,6})(25[0-5]|2[0-4]\\\\d|[0-1]?\\\\d?\\\\d)(\\\\.(25[0-5]|2[0-4]\\\\d|[0-1]?\\\\d?\\\\d)){3}\\\\z\"";public static final String IPV6_HEXCOMPRESSED_REGEX = \""\\\\A((?:[0-9A-Fa-f]{1,4}(?::[0-9A-Fa-f]{1,4})*)?)::((?:[0-9A-Fa-f]{1,4}(?::[0-9A-Fa-f]{1,4})*)?)\\\\z\"";public static final String IPV6_REGEX = \""\\\\A(?:[0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}\\\\z\"";""]",Strings,"{""Regular expressions"": 2.1}"
46160,,Getting an int representation of a String,"I am looking for a way to create an int\long representation of an arbitrary alpha-numeric String. Hash codes won't do it, because I can't afford hash collisions i.e. the representation must be unique and repeatable. The numeric representation will be used to perform efficient (hopefully) compares. The creation of the numeric key will take some time, but it only has to happen once, whereas I need to perform vast numbers of comparisons with it - which will hopefully be much faster than comparing the raw Strings.Any other idea's on faster String comparison will be most appreciated too...",[],<java><performance><string>,46216,"Unless your string is limited in length, you can't avoid collisions. There are 4294967296 possible values for an integer (2^32). If you have a string of more than 4 ASCII characters, or more than two unicode characters, then there are more possible string values than possible integer values. You can't have a unique integer value for every possible 5 character string. Long values have more possible values, but they would only provide a unique value for every possible string of 8 ASCII characters.Hash codes are useful as a two step process: first see if the hash code matches, then check the whole string. For most strings that don't match, you only need to do the first step, and it's really fast.",[],Strings,"{""Operations on Strings"": 1.6500000000000001}"
47045,47049,Sprintf equivalent in Java,Printf got added to Java with the 1.5 release but I can't seem to find how to send the output to a string rather than a file (which is what sprintf does in C). Does anyone know how to do this? ,[],<java><string><formatting>,47049,"--CODE--See [format](""http://docs.oracle.com/javase/7/docs/api/java/lang/String.html#format(java.lang.String,%20java.lang.Object...)"") and its [syntax](""http://docs.oracle.com/javase/7/docs/api/java/util/Formatter.html#syntax"")","[""// Store the formatted string in 'result'String result = String.format(\""%4d\"", i * j);// Write the result to standard outputSystem.out.println( result );""]",Strings,"{""Formatting output"": 3.0}"
47605,47628,"String concatenation: concat() vs ""+"" operator","Assuming String a and b:--CODE--Under the hood, are they the same thing?Here is concat decompiled as reference. I'd like to be able to decompile the + operator as well to see what that does.--CODE--","[""a += ba = a.concat(b)"", ""public String concat(String s) {    int i = s.length();    if (i == 0) {        return this;    }    else {        char ac[] = new char[count + i];        getChars(0, count, ac, 0);        s.getChars(0, i, ac, count);        return new String(0, count + i, ac);    }}""]",<java><string><concatenation>,47628,"No, not quite.Firstly, there's a slight difference in semantics. If a is null, then a.concat(b) throws a NullPointerException but a+=b will treat the original value of a as if it were null. Furthermore, the concat() method only accepts String values while the + operator will silently convert the argument to a String (using the toString() method for objects). So the concat() method is more strict in what it accepts.To look under the hood, write a simple class with a += b;--CODE--Now disassemble with javap -c (included in the Sun JDK). You should see a listing including:--CODE--So, a += b is the equivalent of--CODE--The concat method should be faster. However, with more strings the StringBuilder method wins, at least in terms of performance.The source code of String and StringBuilder (and its package-private base class) is available in src.zip of the Sun JDK. You can see that you are building up a char array (resizing as necessary) and then throwing it away when you create the final String. In practice memory allocation is surprisingly fast.Update: As Pawel Adamski notes, performance has changed in more recent HotSpot. javac still produces exactly the same code, but the bytecode compiler cheats. Simple testing entirely fails because the entire body of code is thrown away. Summing System.identityHashCode (not String.hashCode) shows the StringBuffer code has a slight advantage. Subject to change when the next update is released, or if you use a different JVM. From [@lukaseder](""https://twitter.com/lukaseder""), [a list of HotSpot JVM intrinsics](""https://gist.github.com/apangin/7a9b7062a4bd0cd41fcc"").","[""public class Concat {    String cat(String a, String b) {        a += b;        return a;    }}"", ""java.lang.String cat(java.lang.String, java.lang.String);  Code:   0:   new     #2; //class java/lang/StringBuilder   3:   dup   4:   invokespecial   #3; //Method java/lang/StringBuilder.\""<init>\"":()V   7:   aload_1   8:   invokevirtual   #4; //Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;   11:  aload_2   12:  invokevirtual   #4; //Method java/lang/StringBuilder.append:(Ljava/lang/String;)Ljava/lang/StringBuilder;   15:  invokevirtual   #5; //Method java/lang/StringBuilder.toString:()Ljava/lang/    String;   18:  astore_1   19:  aload_1   20:  areturn"", ""a = new StringBuilder()    .append(a)    .append(b)    .toString();""]",Strings,"{""Operations on Strings"": 2.05}"
50524,50567,"What is a regex ""independent capturing group""?","From the Java 6 [Pattern](""http://java.sun.com/javase/6/docs/api/java/util/regex/Pattern.html"") documentation:  Special constructs (non-capturing)    (?:X)&nbsp;&nbsp;&nbsp;X, as a non-capturing group    _    (?>X)&nbsp;&nbsp;&nbsp;X, as an independent, non-capturing groupBetween (?:X) and (?>X) what is the difference? What does the independent mean in this context?",[],<java><regex>,50567,"It means that the grouping is [atomic](""http://www.regular-expressions.info/atomic.html""), and it throws away backtracking information for a matched group. So, this expression is possessive; it won't back off even if doing so is the only way for the regex as a whole to succeed. It's ""independent"" in the sense that it doesn't cooperate, via backtracking, with other elements of the regex to ensure a match.",[],Strings,"{""Regular expressions"": 3.0}"
50561,50573,Programmatically determine which Java thread holds a lock,Is it possible at runtime to programmatically check the name of the Thread that is holding the lock of a given object?,[],<java><multithreading><concurrency>,50573,"You can only tell whether the current thread holds a normal lock ([Thread.holdsLock(Object)](""http://docs.oracle.com/javase/7/docs/api/java/lang/Thread.html#holdsLock%28java.lang.Object%29"")). You can't get a reference to the thread that has the lock without native code.However, if you're doing anything complicated with threading, you probably want to familiarize yourself with the java.util.concurrent packages. The [ReentrantLock](""http://docs.oracle.com/javase/7/docs/api/java/util/concurrent/locks/ReentrantLock.html"") does allow you to get its owner (but its a protected method, so you'd have to extend this). Depending on your application, it may well be that by using the concurrency packages, you'll find that you don't need to get the lock's owner after all.There are non-programmatic methods to find the lock owners, such as signaling the JVM to issue a thread dump to stderr, that are useful to determine the cause of deadlocks.",[],Concurrency,"{""Sharing resources"": 2.55}"
