15788074,16034959,"Calling MySQL procedure sometimes results in Exception ""Incorrect integer value: '@com_mysql_jdbc_outparam_11' for column '_NewID' at row 1""","I'm sporadically facing a strange exception while calling a Stored Procedure in MySQL from Java JDBC driver.My application code looks like:--CODE--Executing the statement results in a success in 99% of the cases, except few times when an Exception is raised:--CODE--EDIT:This is the body of the stored procedure:--CODE--Any hint about this?Thank you very much!Bestcghersi","[""int newID = 0;if (myObj != null)    newID = myObj.getId(); //getId() returns an int value...CallableStatement stmt = conn.prepareCall(\""{CALL MySP(?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)}\"");          stmt.registerOutParameter(14, Types.INTEGER);stmt.registerOutParameter(15, Types.BIT);stmt.setShort(1, status);... // other setters for each parameter of the stored procedurestmt.setInt(14, newID);stmt.execute();newID = stmt.getInt(14);    createdNew = stmt.getBoolean(15);"", ""java.sql.SQLException: Incorrect integer value: '@com_mysql_jdbc_outparam_13' for column '_NewID' at row 1"", ""delimiter $$CREATE PROCEDURE `AddPhysNode`(    IN _a SMALLINT,IN _b BIGINT,IN _c BIT,IN _d VARCHAR(255),IN _e LONGBLOB,IN _f LONGBLOB,IN _g INT,IN _h SMALLINT,IN _i SMALLINT,IN _l SMALLINT,    IN _m BIT,IN _n INT,IN _o BIGINT,INOUT _NewID INT,OUT _CreatedNew BIT)BEGIN       IF (_NewID > 0) THEN    UPDATE  tbl     SET     a = _a    WHERE   Id = _NewID;    SET _CreatedNew = 0;ELSE    INSERT INTO tbl (`a`,`b`,`c`,`d`,`e`,`f`,`g`,`h`,`i`,`l`,`m`,`n`,`o`)    VALUES (_a,_b,_c,_d,_e,_f,_g,_h,_i,_l,_m,_n,_o);    SET _CreatedNew = 1;    SET _NewID = @@IDENTITY;END IF;END$$""]",<java><mysql><jdbc>,16034959,"The issue seemed to be related to a concurrency problem, in a multi-thread environment, the use of a shared prepared statement caused the execution of such statement while another thread  was assigning new values to the parameters of that statements.",[],Database Programming,"{""Working with JDBC Statements"": 1.2}"
32447499,32447593,Java - GridBagLayout components on top disappear on resize,"I use a JLabel and in front of it a JTextField so that I can represent a defense-like stat with a value. I use the following code:--CODE--And get:        [](""https://i.stack.imgur.com/hX9h5.png"")Everything is fine, however, if I try to resize the window, the JTextField disappears for ever and only the JLabel shows. Why is that so?","[""    setLayout(new GridBagLayout());    GridBagConstraints gbc = new GridBagConstraints();    gbc.insets = new Insets(10, 10, 10, 10);    JLabel jl = new JLabel();    ImageIcon ii = new ImageIcon(\""C:\\\\Users\\\\Max\\\\Desktop\\\\shield.png\"");    jl.setIcon(ii);    gbc.gridy = 0;    gbc.gridx = 0;    add(jl, gbc);    gbc.insets = new Insets(5, 10, 10, 10);    JTextField jtf = new JTextField(2);    jtf.setHorizontalAlignment(JTextField.CENTER);    gbc.ipadx = 10;    gbc.ipady = 10;    gbc.gridy = 0;    gbc.gridx = 0;    jtf.setFocusable(false);    add(jtf, gbc);""]",<java><swing><awt><layout-manager><gridbaglayout>,32447593,"There is no relationship between the position of the label and the position of the text field, this means that the label and field are free to move independently of each otherThere is a z-ordering issue, components lower in the container order are painted after those higher in the container order (reverse order), meaning that the label is actually getting painted before the shield when the whole container is updated.  The reason that it might sometimes work is because components can actually be painted independently of each other, meaning that the textfield could actually get painted without need to notify either the parent container or the labelFor example...[](""https://i.stack.imgur.com/OTqO3.gif"")--CODE--A possibly better solution would be to create a ""background"" component which took an image and painted it as the background of the component and then add your text field to it.[](""https://i.stack.imgur.com/A7KFT.png"")--CODE--","[""import java.awt.EventQueue;import java.awt.GridBagConstraints;import java.awt.GridBagLayout;import java.awt.Insets;import java.io.IOException;import javax.imageio.ImageIO;import javax.swing.ImageIcon;import javax.swing.JFrame;import javax.swing.JLabel;import javax.swing.JPanel;import javax.swing.JTextField;import javax.swing.UIManager;import javax.swing.UnsupportedLookAndFeelException;public class Test {    public static void main(String[] args) {        new Test();    }    public Test() {        EventQueue.invokeLater(new Runnable() {            @Override            public void run() {                try {                    UIManager.setLookAndFeel(UIManager.getSystemLookAndFeelClassName());                } catch (ClassNotFoundException | InstantiationException | IllegalAccessException | UnsupportedLookAndFeelException ex) {                    ex.printStackTrace();                }                JFrame frame = new JFrame(\""Testing\"");                frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);                frame.add(new TestPane());                frame.pack();                frame.setLocationRelativeTo(null);                frame.setVisible(true);            }        });    }    public class TestPane extends JPanel {        public TestPane() {            setLayout(new GridBagLayout());            GridBagConstraints gbc = new GridBagConstraints();            gbc.insets = new Insets(5, 10, 10, 10);            JTextField jtf = new JTextField(2);            jtf.setHorizontalAlignment(JTextField.CENTER);            gbc.ipadx = 10;            gbc.ipady = 10;            gbc.gridy = 0;            gbc.gridx = 0;            jtf.setFocusable(false);            add(jtf, gbc);            gbc = new GridBagConstraints();            try {                JLabel jl = new JLabel();                ImageIcon ii = new ImageIcon(ImageIO.read(getClass().getResource(\""/shield01.png\"")));                jl.setIcon(ii);                gbc.gridy = 0;                gbc.gridx = 0;                add(jl, gbc);            } catch (IOException ex) {                ex.printStackTrace();            }        }    }}"", ""import java.awt.BorderLayout;import java.awt.Dimension;import java.awt.EventQueue;import java.awt.Graphics;import java.awt.GridBagConstraints;import java.awt.GridBagLayout;import java.awt.image.BufferedImage;import java.io.IOException;import javax.imageio.ImageIO;import javax.swing.JFrame;import javax.swing.JPanel;import javax.swing.JTextField;import javax.swing.UIManager;import javax.swing.UnsupportedLookAndFeelException;import javax.swing.border.EmptyBorder;public class TestBackground {    public static void main(String[] args) {        new TestBackground();    }    public TestBackground() {        EventQueue.invokeLater(new Runnable() {            @Override            public void run() {                try {                    UIManager.setLookAndFeel(UIManager.getSystemLookAndFeelClassName());                } catch (ClassNotFoundException | InstantiationException | IllegalAccessException | UnsupportedLookAndFeelException ex) {                    ex.printStackTrace();                }                JFrame frame = new JFrame(\""Testing\"");                frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);                frame.add(new TestPane());                frame.pack();                frame.setLocationRelativeTo(null);                frame.setVisible(true);            }        });    }    public class TestPane extends JPanel {        public TestPane() {            setLayout(new BorderLayout());            try {                BackgroundPane pane = new BackgroundPane(ImageIO.read(getClass().getResource(\""/shield02.png\"")));                pane.setLayout(new GridBagLayout());                pane.setBorder(new EmptyBorder(5, 5, 5, 5));                GridBagConstraints gbc = new GridBagConstraints();                JTextField jtf = new JTextField(2);                jtf.setHorizontalAlignment(JTextField.CENTER);                gbc.ipadx = 10;                gbc.ipady = 10;                gbc.gridy = 0;                gbc.gridx = 0;                jtf.setFocusable(false);                pane.add(jtf, gbc);                add(pane);            } catch (IOException exp) {                exp.printStackTrace();            }        }    }    public class BackgroundPane extends JPanel {        private BufferedImage img;        public BackgroundPane(BufferedImage img) {            this.img = img;        }        @Override        public Dimension getPreferredSize() {            return img != null ? new Dimension(img.getWidth(), img.getHeight()) : super.getPreferredSize();        }        @Override        protected void paintComponent(Graphics g) {            super.paintComponent(g);            if (img != null) {                int x = (getWidth() - img.getWidth()) / 2;                int y = (getHeight() - img.getHeight()) / 2;                g.drawImage(img, x, y, this);            }        }    }}""]",Advanced Swing,"{""Component Organizers and Decorators"": 1.2}"
51208320,51208647,How to get value of element from string using DOM?,"I have next code written on Java:--CODE--}How I can get the value of this attribute:--CODE--I need to get link -> ""https://google.com"" using ""internalImageUrl"" parameterIn my solution I used:--CODE--but I need use loop fon all elements named ""field"" and find just ""internalImageUrl""","[""public class XMLParser {public static void main(String arg[]) throws Exception {    String message = \""<add>\\n\"" +            \""  <doc>\\n\"" +            \""    ......................            \""    <field name=\\\""imageWidth\\\"" update=\\\""set\\\"">400</field><field name=\\\""imageHeight\\\"" update=\\\""set\\\"">400</field>\\n\"" +            \""    <field name=\\\""internalImageUrl\\\"" update=\\\""set\\\"">https://google.com</field>\\n\"" +            \""  </doc>\\n\"" +            \""</add>\"";    String s = getUrlValue(message);    System.out.println(s);}private static String getUrlValue(String message) throws ParserConfigurationException, IOException, SAXException, XPathExpressionException {    String urlValue = null;    DocumentBuilder db = DocumentBuilderFactory.newInstance().newDocumentBuilder();    InputSource is = new InputSource();    is.setCharacterStream(new StringReader(message));    Document doc = db.parse(is);    NodeList nodes = doc.getElementsByTagName(\""doc\"");    for (int i = 0; i < nodes.getLength(); i++) {        Element element = (Element) nodes.item(i);        NodeList name = element.getElementsByTagName(\""field\"");        Element line = (Element) name.item(23);        urlValue = line.getTextContent();    }    return urlValue;}"", ""field name=\\\""internalImageUrl\\\"" update=\\\""set\\\"">https://google.com</field>"", ""Element line = (Element) name.item(23);""]",<java><xml><string><dom>,51208647,"[xPath](""https://www.w3schools.com/xml/xpath_syntax.asp"") can make it more easy,the expression is //field[name='internalImageUrl']In [Dom4j](""https://dom4j.github.io/"") we can use below code to get all the nodes that meet your demands--CODE--","[""  List list = doc.selectNodes(\""//field[name='internalImageUrl']\"");    Iterator it = list.iterator();    while (it.hasNext()) {    }  ""]",XML,"{""Parsing an XML Document"": 0.8, ""Streaming Parsers"": 1.0}"
29303455,29303837,Java get the top level folder from zip file,"I kind of stuck in this problem. I want to print only the top level directory from a zip file. For example I have a zip file with following structure:--CODE--Above figure shows: the Sample.zip has 2 folders (sound and custom), and inside sound there are 2 folders game and Intro and so on...Now I know how to open and grab the directory from zip file: For example (working code)--CODE--Now I also know I can use .getParent()(as you see above) to get the top level dir, but the above implementation has not worked. It'll list out all the directory , like--CODE--My question is how can I actually print only the top level folders, In above scenario , sound and custom ?For any sort of hint, I'll be thankful.","[""Sample.zip    - sound          - game                -start.wav                -end.wav          - Intro    - custom          - Scene                - fight          - Angle       .............."", ""try {    appFile = (\""../../Sample.zip\""); // just the path to zip file    ZipFile zipFile = new ZipFile(appFile);    Enumeration<? extends ZipEntry> entries = zipFile.entries();    while (entries.hasMoreElements()) {        ZipEntry entry = entries.nextElement();        if(entry.isDirectory()){            String dir = entry.getName();            File file = new File(dir);            System.out.println(file.getParent());        }    }} catch (IOException e) {    System.out.println(\""Error opening Zip\"" +e);}"", "" null    sound game null custom scene Angle ""]",<java><file><zip><directory>,29303837,"Actually I did following as suggested by @JB Nizet and get a work around(it actually work ):--CODE--The above solution has worked because the top level dir has no parent and therefore returned null as output. So I just loop around the directories to see if they have parents, if they dont have any parent then they are top level directory.","[""try {    appFile = (\""../../Sample.zip\""); // just the path to zip file    ZipFile zipFile = new ZipFile(appFile);    Enumeration<? extends ZipEntry> entries = zipFile.entries();    while (entries.hasMoreElements()) {        ZipEntry entry = entries.nextElement();        if(entry.isDirectory()){            File file = new File(entry.getName());            if(file.getParent() == null){               System.out.println(file.getName());            }        }    }} catch (IOException e) {    System.out.println(\""Error opening Zip\"" +e);}""]",Input and Output,"{""Working with Files"": 1.2}"
34394103,34396003,How to create tag with namespace prefix,I am trying to add a prefix to a tag to represent a particular namespace - as can be seen below--CODE--Unfortunately my messageParties element is failing with the following error -   org.w3c.dom.DOMException: NAMESPACE_ERR: An attempt is made to create  or change an object in a way which is incorrect with regard to  namespaces.How are you supposed to prefix a tag with the correct namespace definition? Event the setPrefix method throws the same error.Thanks,"[""String envelopePrefix = \""omgEnv\"";            String businessPrefix = \""omgBS\"";            String namespaceURI = \""http://www.w3.org/2000/xmlns/\"";            DocumentBuilderFactory docFactory = DocumentBuilderFactory.newInstance();            DocumentBuilder docBuilder = docFactory.newDocumentBuilder();            Document doc = docBuilder.newDocument();            Element rootElement = doc.createElement(\""OmgeoMessageContainer\"");            rootElement.setAttributeNS(namespaceURI, \""xmlns:\"" + envelopePrefix, \""http://www.omgeo.com/schema/v1.0/envelope\"");            rootElement.setAttributeNS(namespaceURI, \""xmlns:\"" + businessPrefix, \""http://www.omgeo.com/schema/v1.0/BusinessServices\"");            doc.appendChild(rootElement);            Element messageParties = doc.createElementNS(namespaceURI, envelopePrefix + \"":MessageParties\"");            rootElement.appendChild(messageParties);""]",<java><xml><dom>,34396003,I do not think you can decide the prefix for a namespace element while generating XML. I did not see any such option in the JavaDocs. To create element with namespace this should be the modification.--CODE--This will generate the XML with auto decided prefix for the namespaces.,"[""String namespaceURI = \""http://www.w3.org/2000/xmlns/\"";DocumentBuilderFactory docFactory = DocumentBuilderFactory.newInstance();DocumentBuilder docBuilder = docFactory.newDocumentBuilder();Document doc = docBuilder.newDocument();Element rootElement = doc.createElementNS(namespaceURI, \""OmgeoMessageContainer\"");doc.appendChild(rootElement);Element messageParties = doc.createElementNS(namespaceURI, \""MessageParties\"");rootElement.appendChild(messageParties);""]",XML,"{""Using Namespaces"": 1.5}"
11311648,11312503,how to create a chat client in java,"I have a java application that people can log into (and do various things with a database with, but that's not important).  I can use the .getInetAddress() to get the IP addresses of the people logged into the server, however I am not sure how exactly to communicate between the threads.  I am trying to add a chat service to this pre-existing program.My program uses a standard multi-threaded server, and the clinet is a single threaded AWT Action Listener program. What is the best way to do this?  My code includes a class containing main that creates a new ""Client Handler"" class and creates a new thread to handle it.  Currently there is no inter-thread communication, the thread spawns on it's own socket port and runs independently on the server.  My previous thoughts include:Put the client into a blocking state with ObjectInputStream and wait for the client to receive a message (instead of busy waiting for a button to be pressed), with the condition that when the client goes to perform an action (edit a field), it would release the blocking I/O and perform the method, then go back to the blocked I/O ""Waiting"" stage of the program.Things I'm not sure about this:If i invoke the blocking I/O, will the AWT ActionListener unblock the blocking I/O and jump to the event handler?If the client is in code (not on the blocking InputStream) and a message is sent, will the server know to wait until the program is back on the inputStream before it sends the message, or will it send the message and create a queue, or worse cashe, problem.The server is multithreaded, If John is at 192.168.1.100 and Larry is at 192.168.1.152 and John wants to send a message to Larry, how do I get the message from thread handling *.100, to thread handling *.152 so it can be outputted to the right client on the right socket.My other thought (and maybe the easier one) would be to make the client multi-threaded, connect to the server on a different port, and use a whole different set of socket connections to handle the events.  In this case i can just use a blocking I/O wait, when i get the message, output it, and then go back to the blocking I/O.  There wouldn't be any issues in miss communication between the production code and the chat code, and from that stance it is better, however this means I would need to have 2 open connections on different ports for every client that connects.  The program will eventually have thousands of users connected to it at one time, and I do not want to hog all the server ports with one application.Are their other ways of doing this without flooding the ports or risking communication errors?",[],<java><multithreading><sockets><network-programming><communication>,11312503,"Your client should be using 3 threads.  All gui interactions should be done from the EDT.  Then, you should have a thread for the socket InputStream and a thread for the socket OutputStream (both of which block can potentially block).  when you want to send a message, your gui thread should use some sort of thread-safe queue to pass the message to the OutputStream thread.  any messages received by the InputStream thread should use something like SwingUtilities.invokeLater to push the message to the gui.i'm not exactly sure what you are saying about the sockets and ports.  every client which is connected to the server will require a separate socket connection (which will involve a separate port)",[],Networking,"{""Implementing Servers"": 0.8, ""Interruptible Sockets"": 0.8}"
43745470,43745587,JDBC Incorrect syntax near the keyword WHERE,"I've got this query:--CODE--with this WHERE clause :--CODE--This query works fine with SQL Manager, but JDBC keeps crashing with this exception: --CODE--The code is:--CODE--and so on.Why is this incorrect?","[""SELECT * FROM Subject"", ""WHERE Tag like '%something%'"", ""Incorrect syntax near the keyword 'WHERE'."", ""String query = \""SELECT * FROM Subject\"";if (tags != null &amp;&amp; tags.length>0) {    for(int i = 0;i<tags.length;i++){       query = query + \"" WHERE Tag like '%\"" + tags[i] + \""%'\"";    }}""]",<java><mysql><sql><jdbc>,43745587,"You are looping over the ""WHERE"". Adding it with each new tag.--CODE--This will return --CODE--","[""    String[] tags = new String[2];    tags[0] = \""bob\"";    tags[1] = \""hank\"";    String query = \""SELECT * FROM Subject\"";    if (tags != null &amp;&amp; tags.length>0) {        for(int i = 0;i<tags.length;i++){            query = query + \"" WHERE Tag like '%\"" + tags[i] + \""%'\"";        }    }    System.out.println(query);"", ""SELECT * FROM Subject WHERE Tag like '%bob%' WHERE Tag like '%hank%'""]",Database Programming,"{""Working with JDBC Statements"": 0.8, ""Query Execution"": 0.8}"
3626792,,RegEX: how to match string which is not surrounded,"I have a String ""REC/LESS FEES/CODE/AU013423"".What could be the regEx expression to match ""REC"" and ""AU013423"" (anything that is not surrounded by slashes /)I am using /^>*/, which works and matches the string within slash's i.e. using this I am able to find ""/LESS FEES/CODE/"", but I want to negate this to find reverse i.e. REC and AU013423.Need help on this. Thanks ",[],<java><regex>,3626827,If you know that you're only looking for alphanumeric data you can use the regex ([A-Z0-9]+)/.*/([A-Z0-9]+)  If this matches you will have the two groups which contain the first &amp; final text strings.This code prints RECAU013423--CODE--You can tweak the regex groups as necessary to cover valid characters,"[""final String s = \""REC/LESS FEES/CODE/AU013423\"";final Pattern regex = Pattern.compile(\""([A-Z0-9]+)/.*/([A-Z0-9]+)\"", Pattern.CASE_INSENSITIVE);final Matcher matcher = regex.matcher(s);if (matcher.matches()) {    System.out.println(matcher.group(1) + matcher.group(2));}""]",Input and Output,"{""Regular Expressions"": 1}"
15506540,15506597,Java regex to strip out XML tags is not working,"I am trying to remove any XML tags from a Java string. The way I see it, something is an XML tag if it follows one or both of the following forms:*, such as buzz; or, such as My regex is simple:--CODE--When I run this I get Hello  as the output, whereas (if my XML-stripping code was correct), I should be getting Hello Regexes!. Where am I going astray?Please note: I do not want to use any existing libraries; I am looking for a pure Java regex solution here. Thanks in advance!","[""String tagful = \""Hello <fizz>buzz</fizz>Regexes!\"";String tagless = tagful.replaceAll(\""<*>*<*/*>\"", \""\"");tagless = tagless.replaceAll(\""<*/*>\"", \""\"");System.err.println(\""TAGLESS:\\n\\t\"" + tagless);""]",<java><xml><regex>,15506597,"You need to change your * into .*?. Try with "".*?"" and """". Or just  "".*?|""* means that element before it can appear 0 or more times. . means ""anything beside new line mark"". So  will accept anything between  and >. But in this form .* is greedy and in String such as ""def"" will match ""abc>def part. To make it match minimal set we need to use ? after *. ",[],Input and Output,"{""Regular Expressions"": 1}"
12660555,12660628,working with variable number of parameters in a preparedStatement,I'm creating a search form for my application.In it user selects fields that should be used in filtering data.the number fields is variable so I don't know how many ? should be in where clause of SQL query.How can I use preparedStatement with variable number of conditions in where clause?  Thanks,[],<java><jdbc><prepared-statement>,12660628,"PrepardStatements don't support variable numbers of conditions. What some frameworks do, is they cache each PreparedStatement in a Map where the key is the query.So each time you want to run a query, you need to build the string to create the PreparedStatement, check if you have it in the map (and reuse it) or create a new one, and add it to the map.",[],Database Programming,"{""Working with JDBC Statements"": 0.8, ""Query Execution"": 1}"
45827050,,Extract alphanumeric string using Regex,"It seems like this should be straightforward, but I haven't been able to find anything online to help. I am presented with a description that contains both letters and numbers. However there is one instance within the description that has both letters and numbers within the string, not just one of the other. e.g.  (FAXAGT JVM Heartbeat on prod_faxagt_08 (ft2ua937) Port 39630 (WAS9))  -  : Sitescope: FAXAGT JVM Heartbeat on prod_faxagt_08 (ft2ua937) Port 39630 (WAS9) error. Status is unable to connect to server. Full path  is FaxAgentI would like an regex expression that will give me:  ft2ua937Only once since I know it shows up twice in the description.In simplest terms, given an expression similar to above I want an output that has BOTH letters &amp; numbers and NO special characters. Any portion of the description that has only letters or only numbers should be disregarded. ",[],<java><regex><alphanumeric>,45827471,"I have been wanting to use this expression in Tableau using the regexp_extract function. For my purposes I believe I have found an expression that works.It might be a little ugly but REGEXP_EXTRACT([Description],'(\w[a-z]{1,6}\d{1,8}\w{1,8}\d\w)') appears to be working how I needed it to.",[],Input and Output,"{""Regular Expressions"": 1}"
40538036,40538054,Streamsets Error - Bad File Descriptor,"I was attempting to use Streamsets to query an Oracle database and publish the data into Kafka.  I downloaded Streamsets' tarball on my Mac and unzipped it into my home directory.  Running $HOME/streamsets-datacollector-2.1.0.2/bin/streamsets dc started up on my first try, then I followed the instructions [here](""https://groups.google.com/a/streamsets.com/d/msg/sdc-user/nWKg_8ll4-Q/e2CCn51fDQAJ"") to add the jdbc driver, then the instructions [here](""https://streamsets.com/documentation/datacollector/latest/help/#Origins/JDBCConsumer.html#concept_qhf_hjr_bs"") to configure my streamsets job.  However, I got an error: JDBC_00 - Cannot connect to specified database: com.streamsets.pipeline.api.StageException: JDBC_06 - Failed to initialize connection pool: java.sql.SQLRecoverableException: IO Error: Bad file descriptor.",[],<java><macos><jdbc><streamsets>,40538054,"This wound up having something to do with the limit on the number of files a process can have open. When I ran ulimit -n on the laptop, it showed 4864, then I set it to 10,000 via ulimit -n 10000, restarted the streamsets server, and it worked! If I need to keep running this, I will find a more procedural way of setting the ulimit for this process to work around this issue.",[],Database Programming,"{""JDBC Configuration"": 0.8}"
44634179,,Matching plan text to HTML content,"I need to perform matching between plant text to HTML content and once matched found, I need to extract the matched HTML contents (without changing the HTML content As I need the exactly same HTML content) , I am able to match in many scenarios using java regex utility but it is failing in  below scenarios. Below is the sample code I am using to match Text with HTML String --CODE--Below the edge cases are getting failed Case 1: Source Text: = ""A crusader for the rights of the weaker sections of the Association&amp;#39;s (ADA&amp;#39;s),choice as the presidential candidate is being seen as a political masterstroke.""; Text to match = ""A crusader for the rights of the weaker sections of the Association's (ADA's)"" Expected output: “A crusader for the rights of the weaker sections of the Association&amp;#39;s (ADA&amp;#39;s)”Case 2: Source Text: --CODE--Text to match: “see (HTML Content Sample.)”Expected output: “see (HTML Content Sample .)”Case 3: Source Text:  = ""Initial history includes the following:\nDocumentation  of Aliquam tincidunt mauris eu risus.""Text to match = ""Initial history includes the following: Documentation of""Expected output from matching:”Initial history includes the following :\nDocumentation  of”","[""public static void main(String[] args) {    String text = \""A crusader for the rights of the weaker sections of the Association&amp;#39;s (ADA&amp;#39;s),choice as the presidential candidate is being seen as a political masterstroke.\"";    String regex = \""A crusader for the rights of the weaker sections of the Association's (ADA's) \"".replaceAll(\"" \"", \"".*\"");    Pattern pattern = Pattern.compile(regex);    Matcher matcher = pattern.matcher(text);    // Check all occurrences    while (matcher.find()) {        System.out.print(\""Start index: \"" + matcher.start());        System.out.print(\"" End index: \"" + matcher.end());        System.out.println(\"" Found: \"" + matcher.group());    }}"", ""“<ul>   <li>Lorem ipsum dolor sit amet, consectetuer adipiscing elit.</li>   <li>Aliquam tincidunt mauris eu risus.</li>   <li>Vestibulum auctor dapibus neque.</li>see (<a href=\\\""https://www.webpagefx.com/web-design/html-ipsum/\"">HTML Content Sample </a>.)</ul>”""]",<java><regex><string>,44723861,"I recently came up with a regular expression to match HTML tags, with support for quoted attributes and escaped quotes within quoted attributes: It goes like ]|""([^\\""]|\\""?)+""|'([^\\']|\\'?)+')+>.I think the easiest way to search for plain text in HTML while preserving the HTML is to modify the plain text so that it ignores tags at word boundaries, à la// Usage: htmlSearch(""ab cd"").matcher(""ab cd"").matches();public static Pattern htmlSearch(String plain) {    // Check for tags before and after every word, number and symbol    plain = plain.replaceAll(""[A-Za-z]+|\\d+|[^\\w\\s]"",             ""``TAGS``$0``TAGS``"";    // Check for tags wherever (one or more) spaces are found    plain = plain.replaceAll(""\\s+"", ""((\\s|&amp;nbsp;)+|``TAGS``)*"");    // Handle special characters    plain = plain            .replace("""", ""(>|&amp;gt;|&amp;#62;)"")            .replace(""&amp;"", ""(&amp;|&amp;amp;|&amp;#38;)"")            .replace(""'"", ""('|&amp;apos;|&amp;#39;)"")            .replace(""\"""", ""(\""|&amp;quot;|&amp;#34;)"")            .replaceAll(""[()\\\\{}\\[\\].*+]"", ""\\$0"");    // Insert the ``TAGS`` pattern    String tags = ""(]""                + ""|\""([^\\\""]|\\\""?)+""                + ""|'([^\\']|\\'?)+')+>)*"";    plain = plain.replace(""``TAGS``"", tags);    return Pattern.compile(plain);}",[],Input and Output,"{""Regular Expressions"": 0.8}"
18896465,18898631,Simple web proxy in Java,"I am trying to write a simple web proxy in java which accepts both GET and POST requests. I wrote the following code:--CODE--The system properly prints the request and response as output, but, the proxy does not provide the reply back to the browser. Is there anything wrong with the outGoing stream definition? Or should I create a new socket to send data back to the browser?","[""import java.net.*;import java.io.*;import java.nio.CharBuffer;import java.util.logging.Level;import java.util.logging.Logger;public class InterceptionProxy2 {    public static void main(String[] args) throws IOException {        ServerSocket serverSocket = null;        boolean listening = true;        int port = 1234;        try {            serverSocket = new ServerSocket(port);        } catch (IOException e) {            System.out.println(\""Port Error\"");            System.exit(-1);        }        while (listening) {            new ProxyThread2(serverSocket.accept()).start();        }        serverSocket.close();    }}class ProxyThread2 extends Thread {    private Socket clientSocket = null;    private Socket serverSocket = null;    public ProxyThread2(Socket socket) {        super(\""ProxyThread2\"");        this.clientSocket = socket;    }    public void run() {        //Stream to put data to the browser        PrintWriter outGoing = null;        try {            outGoing = new PrintWriter(clientSocket.getOutputStream(), true);            //Stream to get data from the browser            BufferedReader inComing = new BufferedReader(new InputStreamReader(clientSocket.getInputStream()));            String incomingRequest;            String url = \""\"";            String request = \""\"";            String response = \""\"";            //Take the incoming request            char[] buf = new char[8196];        //8196 is the default max size for GET requests in Apache            int bytesRead = inComing.read(buf);   //BytesRead need to be calculated if the char buffer contains too many values            request = new String(buf, 0, bytesRead);            System.out.println(\""Request\"");            System.out.println(request);            //Create a new socket for connecting to destination server            serverSocket = new Socket(\""localhost\"", 80);            PrintWriter pOut = new PrintWriter(serverSocket.getOutputStream(), true);            //Reader for response from destination server            BufferedReader pIn = new BufferedReader(new InputStreamReader(serverSocket.getInputStream()));            //Put data into the new socket(to the apache server) and receive its output            pOut.print(request);            pOut.flush();            bytesRead = pIn.read(buf);            //Check if data is read            if (bytesRead > 0) {                response = new String(buf, 0, bytesRead);            }            System.out.println(\""Response\"");            System.out.println(response);            //Put data back into the original client socket            outGoing.write(response);        } catch (IOException ex) {            Logger.getLogger(ProxyThread2.class.getName()).log(Level.SEVERE, null, ex);        } finally {            outGoing.close();        }    }}""]",<java><sockets><proxy><stream>,18898631,"You don't need to create another instance of java.net.ServerSocket. Because you must connect to port 80, you are a client.--CODE--e.g.:--CODE--","[""Socket socket = new Socket(\""localhost\"", 80);"", ""class ProxyThread extends Thread {    private final Socket clientSocket;    public ProxyThread(Socket socket) {        this.clientSocket = socket;    }    public void run() {        try {            // Read request            InputStream incommingIS = clientSocket.getInputStream();            byte[] b = new byte[8196];            int len = incommingIS.read(b);            if (len > 0) {                System.out.println(\""REQUEST\""                        + System.getProperty(\""line.separator\"") + \""-------\"");                System.out.println(new String(b, 0, len));                // Write request                Socket socket = new Socket(\""localhost\"", 80);                OutputStream outgoingOS = socket.getOutputStream();                outgoingOS.write(b, 0, len);                // Copy response                OutputStream incommingOS = clientSocket.getOutputStream();                InputStream outgoingIS = socket.getInputStream();                for (int length; (length = outgoingIS.read(b)) != -1;) {                    incommingOS.write(b, 0, length);                }                incommingOS.close();                outgoingIS.close();                outgoingOS.close();                incommingIS.close();                socket.close();            } else {                incommingIS.close();            }        } catch (IOException e) {            e.printStackTrace();        } finally {            try {                clientSocket.close();            } catch (IOException e) {                e.printStackTrace();            }        }    }}""]",Networking,"{""Implementing Servers"": 0.9, ""Connecting to a Server"": 0.75}"
